,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa
20950,7970,6,17,1983,12,OT,F,20.0,15.0,Onychomys,torridus,Rodent
20951,7974,6,17,1983,18,OT,M,21.0,30.0,Onychomys,torridus,Rodent
20952,7985,6,17,1983,14,OT,M,21.0,23.0,Onychomys,torridus,Rodent
20953,7991,6,17,1983,18,OT,M,19.0,21.0,Onychomys,torridus,Rodent
20954,8012,6,18,1983,8,OT,F,18.0,19.0,Onychomys,torridus,Rodent
20955,8016,6,18,1983,11,OT,F,20.0,30.0,Onychomys,torridus,Rodent
20956,8059,7,16,1983,12,OT,F,21.0,23.0,Onychomys,torridus,Rodent
20957,8083,7,16,1983,21,OT,F,19.0,28.0,Onychomys,torridus,Rodent
20958,8087,7,16,1983,18,OT,M,20.0,30.0,Onychomys,torridus,Rodent
20959,8101,7,16,1983,14,OT,M,21.0,24.0,Onychomys,torridus,Rodent
20960,8110,7,16,1983,14,OT,M,20.0,29.0,Onychomys,torridus,Rodent
20961,8121,7,17,1983,15,OT,M,20.0,13.0,Onychomys,torridus,Rodent
20962,8127,7,17,1983,2,OT,F,22.0,29.0,Onychomys,torridus,Rodent
20963,8148,7,17,1983,2,OT,F,19.0,27.0,Onychomys,torridus,Rodent
20964,8170,8,15,1983,12,OT,M,20.0,25.0,Onychomys,torridus,Rodent
20965,8176,8,15,1983,12,OT,F,21.0,24.0,Onychomys,torridus,Rodent
20966,8205,8,15,1983,17,OT,F,21.0,21.0,Onychomys,torridus,Rodent
20967,8206,8,15,1983,20,OT,F,21.0,45.0,Onychomys,torridus,Rodent
20968,8212,8,15,1983,14,OT,M,21.0,24.0,Onychomys,torridus,Rodent
20969,8231,8,16,1983,9,OT,F,21.0,26.0,Onychomys,torridus,Rodent
20970,8236,8,16,1983,3,OT,F,20.0,22.0,Onychomys,torridus,Rodent
20971,8244,8,16,1983,1,OT,F,21.0,25.0,Onychomys,torridus,Rodent
20972,8256,8,16,1983,1,OT,M,21.0,26.0,Onychomys,torridus,Rodent
20973,8330,9,10,1983,12,OT,F,20.0,25.0,Onychomys,torridus,Rodent
20974,8335,9,10,1983,23,OT,M,20.0,18.0,Onychomys,torridus,Rodent
20975,8372,9,11,1983,2,OT,F,18.0,24.0,Onychomys,torridus,Rodent
20976,8390,9,11,1983,15,OT,M,20.0,24.0,Onychomys,torridus,Rodent
20977,8448,10,15,1983,18,OT,F,20.0,26.0,Onychomys,torridus,Rodent
20978,8449,10,15,1983,19,OT,F,20.0,25.0,Onychomys,torridus,Rodent
20979,8450,10,15,1983,17,OT,F,21.0,29.0,Onychomys,torridus,Rodent
20980,8459,10,15,1983,17,OT,F,19.0,23.0,Onychomys,torridus,Rodent
20981,8473,10,15,1983,14,OT,M,19.0,25.0,Onychomys,torridus,Rodent
20982,8489,10,16,1983,12,OT,F,22.0,28.0,Onychomys,torridus,Rodent
20983,8490,10,16,1983,2,OT,F,19.0,26.0,Onychomys,torridus,Rodent
20984,8500,10,16,1983,12,OT,M,20.0,27.0,Onychomys,torridus,Rodent
20985,8506,10,16,1983,2,OT,M,20.0,24.0,Onychomys,torridus,Rodent
20986,8528,10,16,1983,12,OT,M,20.0,26.0,Onychomys,torridus,Rodent
20987,8557,11,12,1983,21,OT,M,21.0,25.0,Onychomys,torridus,Rodent
20988,8558,11,12,1983,13,OT,F,18.0,27.0,Onychomys,torridus,Rodent
20989,8566,11,12,1983,18,OT,F,21.0,28.0,Onychomys,torridus,Rodent
20990,8570,11,12,1983,13,OT,M,20.0,24.0,Onychomys,torridus,Rodent
20991,8575,11,12,1983,24,OT,F,20.0,23.0,Onychomys,torridus,Rodent
20992,8580,11,12,1983,21,OT,F,20.0,23.0,Onychomys,torridus,Rodent
20993,8583,11,12,1983,14,OT,M,20.0,28.0,Onychomys,torridus,Rodent
20994,8596,11,12,1983,21,OT,F,21.0,29.0,Onychomys,torridus,Rodent
20995,8606,11,12,1983,12,OT,F,20.0,28.0,Onychomys,torridus,Rodent
20996,8616,11,12,1983,22,OT,F,21.0,24.0,Onychomys,torridus,Rodent
20997,8633,11,13,1983,15,OT,F,21.0,23.0,Onychomys,torridus,Rodent
20998,8650,11,13,1983,2,OT,M,19.0,24.0,Onychomys,torridus,Rodent
20999,8670,11,13,1983,2,OT,F,19.0,25.0,Onychomys,torridus,Rodent
21000,8686,11,13,1983,5,OT,F,19.0,29.0,Onychomys,torridus,Rodent
21001,8695,12,8,1983,12,OT,F,19.0,23.0,Onychomys,torridus,Rodent
21002,8710,12,8,1983,12,OT,M,21.0,24.0,Onychomys,torridus,Rodent
21003,8715,12,8,1983,14,OT,M,20.0,28.0,Onychomys,torridus,Rodent
21004,8733,12,8,1983,18,OT,M,21.0,25.0,Onychomys,torridus,Rodent
21005,8756,12,9,1983,9,OT,M,20.0,20.0,Onychomys,torridus,Rodent
21006,8775,12,9,1983,11,OT,F,21.0,24.0,Onychomys,torridus,Rodent
21007,8785,12,9,1983,11,OT,M,19.0,22.0,Onychomys,torridus,Rodent
21008,8790,12,9,1983,9,OT,F,21.0,27.0,Onychomys,torridus,Rodent
21009,8805,12,9,1983,6,OT,F,21.0,28.0,Onychomys,torridus,Rodent
21010,8811,2,4,1984,22,OT,M,21.0,25.0,Onychomys,torridus,Rodent
21011,8822,2,4,1984,12,OT,F,20.0,21.0,Onychomys,torridus,Rodent
21012,8824,2,4,1984,12,OT,M,21.0,20.0,Onychomys,torridus,Rodent
21013,8915,3,12,1984,22,OT,F,21.0,23.0,Onychomys,torridus,Rodent
21014,8986,4,9,1984,12,OT,F,21.0,33.0,Onychomys,torridus,Rodent
21015,9030,4,10,1984,15,OT,F,22.0,31.0,Onychomys,torridus,Rodent
21016,9044,4,10,1984,3,OT,M,21.0,22.0,Onychomys,torridus,Rodent
21017,9067,5,12,1984,24,OT,F,21.0,25.0,Onychomys,torridus,Rodent
21018,9085,5,12,1984,20,OT,F,19.0,26.0,Onychomys,torridus,Rodent
21019,9104,5,12,1984,22,OT,M,19.0,17.0,Onychomys,torridus,Rodent
21020,9189,5,13,1984,1,OT,F,21.0,33.0,Onychomys,torridus,Rodent
21021,9202,5,27,1984,22,OT,F,21.0,29.0,Onychomys,torridus,Rodent
21022,9204,5,27,1984,12,OT,M,21.0,15.0,Onychomys,torridus,Rodent
21023,9214,5,27,1984,12,OT,M,21.0,21.0,Onychomys,torridus,Rodent
21024,9264,5,28,1984,15,OT,M,20.0,19.0,Onychomys,torridus,Rodent
21025,9277,5,28,1984,5,OT,M,21.0,27.0,Onychomys,torridus,Rodent
21026,9302,7,3,1984,18,OT,M,20.0,23.0,Onychomys,torridus,Rodent
21027,9310,7,3,1984,18,OT,M,22.0,24.0,Onychomys,torridus,Rodent
21028,9313,7,3,1984,17,OT,M,21.0,19.0,Onychomys,torridus,Rodent
21029,9346,7,4,1984,5,OT,M,19.0,17.0,Onychomys,torridus,Rodent
21030,9350,7,4,1984,3,OT,M,20.0,24.0,Onychomys,torridus,Rodent
21031,9372,7,31,1984,18,OT,M,20.0,23.0,Onychomys,torridus,Rodent
21032,9375,7,31,1984,12,OT,F,17.0,18.0,Onychomys,torridus,Rodent
21033,9396,7,31,1984,12,OT,M,22.0,22.0,Onychomys,torridus,Rodent
21034,9401,7,31,1984,20,OT,F,19.0,22.0,Onychomys,torridus,Rodent
21035,9441,8,1,1984,9,OT,M,19.0,23.0,Onychomys,torridus,Rodent
21036,9445,8,1,1984,5,OT,M,19.0,23.0,Onychomys,torridus,Rodent
21037,9449,8,1,1984,11,OT,M,20.0,23.0,Onychomys,torridus,Rodent
21038,9456,8,25,1984,12,OT,M,18.0,12.0,Onychomys,torridus,Rodent
21039,9457,8,25,1984,18,OT,F,20.0,21.0,Onychomys,torridus,Rodent
21040,9461,8,25,1984,24,OT,F,19.0,20.0,Onychomys,torridus,Rodent
21041,9466,8,25,1984,12,OT,M,18.0,12.0,Onychomys,torridus,Rodent
21042,9467,8,25,1984,12,OT,F,19.0,26.0,Onychomys,torridus,Rodent
21043,9482,8,25,1984,17,OT,M,19.0,21.0,Onychomys,torridus,Rodent
21044,9538,9,29,1984,21,OT,M,20.0,22.0,Onychomys,torridus,Rodent
21045,9544,9,29,1984,2,OT,,,,Onychomys,torridus,Rodent
21046,9554,9,29,1984,6,OT,F,21.0,23.0,Onychomys,torridus,Rodent
21047,9555,9,29,1984,21,OT,F,19.0,19.0,Onychomys,torridus,Rodent
21048,9559,9,29,1984,18,OT,M,20.0,25.0,Onychomys,torridus,Rodent
21049,9641,10,20,1984,16,OT,M,20.0,23.0,Onychomys,torridus,Rodent
21050,9644,10,20,1984,22,OT,F,20.0,25.0,Onychomys,torridus,Rodent
21051,9651,10,20,1984,17,OT,F,18.0,24.0,Onychomys,torridus,Rodent
21052,9656,10,20,1984,20,OT,F,20.0,25.0,Onychomys,torridus,Rodent
21053,9751,12,31,1984,3,OT,M,21.0,28.0,Onychomys,torridus,Rodent
21054,9765,12,31,1984,3,OT,F,19.0,21.0,Onychomys,torridus,Rodent
21055,9768,12,31,1984,5,OT,F,24.0,25.0,Onychomys,torridus,Rodent
21056,9773,12,31,1984,11,OT,M,19.0,19.0,Onychomys,torridus,Rodent
21057,9782,12,31,1984,11,OT,F,19.0,16.0,Onychomys,torridus,Rodent
21058,9789,12,31,1984,2,OT,M,20.0,21.0,Onychomys,torridus,Rodent
21059,9791,1,19,1985,17,OT,F,20.0,16.0,Onychomys,torridus,Rodent
21060,9809,1,19,1985,12,OT,M,19.0,20.0,Onychomys,torridus,Rodent
21061,9810,1,19,1985,17,OT,M,19.0,18.0,Onychomys,torridus,Rodent
21062,9834,1,19,1985,6,OT,M,20.0,23.0,Onychomys,torridus,Rodent
21063,9844,1,19,1985,6,OT,F,20.0,20.0,Onychomys,torridus,Rodent
21064,9848,1,19,1985,18,OT,F,20.0,20.0,Onychomys,torridus,Rodent
21065,9857,1,19,1985,6,OT,M,21.0,22.0,Onychomys,torridus,Rodent
21066,10009,2,17,1985,11,OT,M,20.0,19.0,Onychomys,torridus,Rodent
21067,10023,2,17,1985,9,OT,F,19.0,10.0,Onychomys,torridus,Rodent
21068,10051,3,16,1985,12,OT,M,18.0,20.0,Onychomys,torridus,Rodent
21069,10054,3,16,1985,22,OT,M,16.0,17.0,Onychomys,torridus,Rodent
21070,10071,3,16,1985,22,OT,M,19.0,22.0,Onychomys,torridus,Rodent
21071,10074,3,16,1985,16,OT,M,19.0,21.0,Onychomys,torridus,Rodent
21072,10194,4,20,1985,22,OT,M,19.0,29.0,Onychomys,torridus,Rodent
21073,10199,4,20,1985,12,OT,M,20.0,20.0,Onychomys,torridus,Rodent
21074,10329,4,21,1985,13,OT,F,20.0,19.0,Onychomys,torridus,Rodent
21075,10331,4,21,1985,15,OT,M,20.0,20.0,Onychomys,torridus,Rodent
21076,10346,4,21,1985,13,OT,M,19.0,20.0,Onychomys,torridus,Rodent
21077,10352,4,21,1985,13,OT,M,20.0,27.0,Onychomys,torridus,Rodent
21078,10379,5,23,1985,24,OT,F,18.0,17.0,Onychomys,torridus,Rodent
21079,10399,5,23,1985,14,OT,F,20.0,19.0,Onychomys,torridus,Rodent
21080,10438,5,24,1985,3,OT,M,20.0,22.0,Onychomys,torridus,Rodent
21081,10547,7,23,1985,24,OT,F,20.0,24.0,Onychomys,torridus,Rodent
21082,10557,7,23,1985,19,OT,M,20.0,22.0,Onychomys,torridus,Rodent
21083,10559,7,23,1985,17,OT,M,19.0,20.0,Onychomys,torridus,Rodent
21084,10631,7,24,1985,11,OT,M,19.0,11.0,Onychomys,torridus,Rodent
21085,10636,8,19,1985,19,OT,M,21.0,25.0,Onychomys,torridus,Rodent
21086,10669,8,19,1985,24,OT,F,21.0,28.0,Onychomys,torridus,Rodent
21087,10690,8,20,1985,3,OT,M,22.0,25.0,Onychomys,torridus,Rodent
21088,10718,8,20,1985,11,OT,M,20.0,29.0,Onychomys,torridus,Rodent
21089,10724,8,20,1985,5,OT,M,20.0,22.0,Onychomys,torridus,Rodent
21090,10745,9,21,1985,12,OT,M,21.0,24.0,Onychomys,torridus,Rodent
21091,10749,9,21,1985,12,OT,F,22.0,26.0,Onychomys,torridus,Rodent
21092,10792,9,22,1985,5,OT,F,19.0,28.0,Onychomys,torridus,Rodent
21093,10796,9,22,1985,8,OT,M,19.0,24.0,Onychomys,torridus,Rodent
21094,10823,9,22,1985,8,OT,M,21.0,25.0,Onychomys,torridus,Rodent
21095,10827,9,22,1985,2,OT,M,21.0,22.0,Onychomys,torridus,Rodent
21096,10837,10,12,1985,12,OT,M,21.0,23.0,Onychomys,torridus,Rodent
21097,10859,10,12,1985,14,OT,M,19.0,22.0,Onychomys,torridus,Rodent
21098,10861,10,12,1985,12,OT,F,21.0,26.0,Onychomys,torridus,Rodent
21099,10869,10,12,1985,12,OT,F,21.0,23.0,Onychomys,torridus,Rodent
21100,10918,10,13,1985,8,OT,F,21.0,26.0,Onychomys,torridus,Rodent
21101,10931,10,13,1985,4,OT,M,19.0,30.0,Onychomys,torridus,Rodent
21102,10946,10,13,1985,2,OT,M,21.0,28.0,Onychomys,torridus,Rodent
21103,10953,10,13,1985,2,OT,F,19.0,20.0,Onychomys,torridus,Rodent
21104,10956,10,13,1985,2,OT,F,21.0,26.0,Onychomys,torridus,Rodent
21105,10964,11,16,1985,14,OT,M,20.0,17.0,Onychomys,torridus,Rodent
21106,10982,11,16,1985,12,OT,F,20.0,25.0,Onychomys,torridus,Rodent
21107,10990,11,16,1985,23,OT,F,20.0,21.0,Onychomys,torridus,Rodent
21108,11009,11,16,1985,14,OT,M,18.0,16.0,Onychomys,torridus,Rodent
21109,11028,11,17,1985,11,OT,M,20.0,25.0,Onychomys,torridus,Rodent
21110,11034,11,17,1985,13,OT,F,19.0,22.0,Onychomys,torridus,Rodent
21111,11079,11,17,1985,11,OT,F,21.0,21.0,Onychomys,torridus,Rodent
21112,11081,11,17,1985,1,OT,F,20.0,21.0,Onychomys,torridus,Rodent
21113,11107,12,7,1985,12,OT,M,22.0,23.0,Onychomys,torridus,Rodent
21114,11114,12,7,1985,18,OT,M,22.0,23.0,Onychomys,torridus,Rodent
21115,11116,12,7,1985,23,OT,F,21.0,19.0,Onychomys,torridus,Rodent
21116,11120,12,7,1985,14,OT,F,20.0,26.0,Onychomys,torridus,Rodent
21117,11127,12,7,1985,14,OT,M,21.0,18.0,Onychomys,torridus,Rodent
21118,11136,12,7,1985,23,OT,F,21.0,22.0,Onychomys,torridus,Rodent
21119,11146,12,7,1985,12,OT,F,20.0,24.0,Onychomys,torridus,Rodent
21120,11160,12,8,1985,9,OT,M,21.0,25.0,Onychomys,torridus,Rodent
21121,11239,3,8,1986,12,OT,M,21.0,26.0,Onychomys,torridus,Rodent
21122,11260,3,8,1986,12,OT,F,21.0,23.0,Onychomys,torridus,Rodent
21123,11267,3,8,1986,14,OT,M,20.0,23.0,Onychomys,torridus,Rodent
21124,11424,4,13,1986,3,OT,M,19.0,15.0,Onychomys,torridus,Rodent
21125,11452,5,10,1986,12,OT,F,21.0,33.0,Onychomys,torridus,Rodent
21126,11462,5,10,1986,12,OT,M,21.0,26.0,Onychomys,torridus,Rodent
21127,11521,5,11,1986,3,OT,M,21.0,21.0,Onychomys,torridus,Rodent
21128,11533,5,11,1986,3,OT,F,17.0,9.0,Onychomys,torridus,Rodent
21129,11553,6,4,1986,23,OT,M,21.0,19.0,Onychomys,torridus,Rodent
21130,11559,6,4,1986,24,OT,F,21.0,27.0,Onychomys,torridus,Rodent
21131,11569,6,4,1986,23,OT,F,20.0,19.0,Onychomys,torridus,Rodent
21132,11625,6,5,1986,3,OT,M,20.0,21.0,Onychomys,torridus,Rodent
21133,11664,7,3,1986,19,OT,M,18.0,14.0,Onychomys,torridus,Rodent
21134,11672,7,3,1986,14,OT,M,20.0,,Onychomys,torridus,Rodent
21135,11724,7,4,1986,3,OT,M,20.0,30.0,Onychomys,torridus,Rodent
21136,11811,9,6,1986,16,OT,M,20.0,21.0,Onychomys,torridus,Rodent
21137,11820,9,6,1986,12,OT,M,18.0,20.0,Onychomys,torridus,Rodent
21138,11851,9,7,1986,15,OT,M,22.0,22.0,Onychomys,torridus,Rodent
21139,11888,10,4,1986,22,OT,M,20.0,23.0,Onychomys,torridus,Rodent
21140,11916,10,4,1986,22,OT,F,19.0,21.0,Onychomys,torridus,Rodent
21141,11937,10,5,1986,8,OT,F,19.0,20.0,Onychomys,torridus,Rodent
21142,11987,11,15,1986,12,OT,M,20.0,24.0,Onychomys,torridus,Rodent
21143,11999,11,15,1986,23,OT,F,19.0,10.0,Onychomys,torridus,Rodent
21144,12067,11,16,1986,11,OT,M,20.0,25.0,Onychomys,torridus,Rodent
21145,12101,12,14,1986,12,OT,M,20.0,24.0,Onychomys,torridus,Rodent
21146,12182,1,31,1987,12,OT,M,19.0,24.0,Onychomys,torridus,Rodent
21147,12237,2,1,1987,9,OT,M,20.0,26.0,Onychomys,torridus,Rodent
21148,12243,2,1,1987,5,OT,F,18.0,16.0,Onychomys,torridus,Rodent
21149,12473,4,4,1987,12,OT,M,22.0,28.0,Onychomys,torridus,Rodent
21150,12489,4,4,1987,12,OT,F,21.0,25.0,Onychomys,torridus,Rodent
21151,12505,4,4,1987,6,OT,F,17.0,11.0,Onychomys,torridus,Rodent
21152,12758,5,28,1987,12,OT,M,19.0,24.0,Onychomys,torridus,Rodent
21153,12909,6,30,1987,18,OT,M,21.0,23.0,Onychomys,torridus,Rodent
21154,12913,6,30,1987,6,OT,M,21.0,25.0,Onychomys,torridus,Rodent
21155,12929,6,30,1987,18,OT,F,19.0,16.0,Onychomys,torridus,Rodent
21156,12965,7,1,1987,15,OT,F,20.0,24.0,Onychomys,torridus,Rodent
21157,12967,7,1,1987,9,OT,F,20.0,29.0,Onychomys,torridus,Rodent
21158,13058,7,25,1987,18,OT,F,,19.0,Onychomys,torridus,Rodent
21159,13124,7,26,1987,3,OT,F,,18.0,Onychomys,torridus,Rodent
21160,13208,8,25,1987,24,OT,M,20.0,23.0,Onychomys,torridus,Rodent
21161,13214,8,25,1987,22,OT,M,22.0,20.0,Onychomys,torridus,Rodent
21162,13225,8,25,1987,22,OT,F,16.0,5.0,Onychomys,torridus,Rodent
21163,13262,8,26,1987,15,OT,M,20.0,22.0,Onychomys,torridus,Rodent
21164,13273,8,26,1987,15,OT,F,20.0,26.0,Onychomys,torridus,Rodent
21165,13293,8,26,1987,8,OT,M,20.0,24.0,Onychomys,torridus,Rodent
21166,13355,9,26,1987,24,OT,M,20.0,21.0,Onychomys,torridus,Rodent
21167,13369,9,26,1987,12,OT,F,21.0,27.0,Onychomys,torridus,Rodent
21168,13379,9,26,1987,12,OT,M,21.0,26.0,Onychomys,torridus,Rodent
21169,13390,9,26,1987,17,OT,F,20.0,20.0,Onychomys,torridus,Rodent
21170,13403,9,26,1987,20,OT,M,20.0,25.0,Onychomys,torridus,Rodent
21171,13409,9,26,1987,19,OT,F,21.0,23.0,Onychomys,torridus,Rodent
21172,13418,9,27,1987,3,OT,F,20.0,23.0,Onychomys,torridus,Rodent
21173,13422,9,27,1987,8,OT,F,20.0,22.0,Onychomys,torridus,Rodent
21174,13436,9,27,1987,8,OT,M,20.0,25.0,Onychomys,torridus,Rodent
21175,13439,9,27,1987,8,OT,M,20.0,25.0,Onychomys,torridus,Rodent
21176,13467,9,27,1987,5,OT,F,20.0,16.0,Onychomys,torridus,Rodent
21177,13474,9,27,1987,9,OT,F,20.0,24.0,Onychomys,torridus,Rodent
21178,13484,9,27,1987,2,OT,M,20.0,24.0,Onychomys,torridus,Rodent
21179,13527,10,24,1987,20,OT,M,22.0,25.0,Onychomys,torridus,Rodent
21180,13571,10,25,1987,3,OT,M,21.0,27.0,Onychomys,torridus,Rodent
21181,13588,10,25,1987,1,OT,M,20.0,27.0,Onychomys,torridus,Rodent
21182,13607,10,25,1987,2,OT,M,21.0,23.0,Onychomys,torridus,Rodent
21183,13629,10,25,1987,13,OT,M,21.0,29.0,Onychomys,torridus,Rodent
21184,13637,10,25,1987,2,OT,F,21.0,24.0,Onychomys,torridus,Rodent
21185,13643,10,25,1987,5,OT,F,16.0,33.0,Onychomys,torridus,Rodent
21186,13674,11,21,1987,12,OT,,20.0,28.0,Onychomys,torridus,Rodent
21187,13725,11,21,1987,17,OT,M,21.0,23.0,Onychomys,torridus,Rodent
21188,13753,11,22,1987,3,OT,F,21.0,24.0,Onychomys,torridus,Rodent
21189,13849,1,23,1988,18,OT,F,20.0,25.0,Onychomys,torridus,Rodent
21190,13909,1,23,1988,17,OT,M,20.0,27.0,Onychomys,torridus,Rodent
21191,13993,1,24,1988,3,OT,M,23.0,24.0,Onychomys,torridus,Rodent
21192,14020,2,21,1988,12,OT,M,20.0,21.0,Onychomys,torridus,Rodent
21193,14089,2,21,1988,17,OT,M,20.0,27.0,Onychomys,torridus,Rodent
21194,14091,2,21,1988,17,OT,F,20.0,26.0,Onychomys,torridus,Rodent
21195,14103,2,22,1988,3,OT,M,20.0,27.0,Onychomys,torridus,Rodent
21196,14116,2,22,1988,9,OT,F,20.0,24.0,Onychomys,torridus,Rodent
21197,14253,3,20,1988,19,OT,F,20.0,30.0,Onychomys,torridus,Rodent
21198,14286,3,21,1988,3,OT,M,21.0,29.0,Onychomys,torridus,Rodent
21199,14288,3,21,1988,2,OT,F,20.0,26.0,Onychomys,torridus,Rodent
21200,14344,4,17,1988,22,OT,F,20.0,27.0,Onychomys,torridus,Rodent
21201,14366,4,17,1988,19,OT,F,20.0,28.0,Onychomys,torridus,Rodent
21202,14375,4,18,1988,17,OT,F,20.0,28.0,Onychomys,torridus,Rodent
21203,14383,4,18,1988,18,OT,M,17.0,9.0,Onychomys,torridus,Rodent
21204,14387,4,18,1988,17,OT,M,22.0,30.0,Onychomys,torridus,Rodent
21205,14401,4,18,1988,18,OT,F,20.0,15.0,Onychomys,torridus,Rodent
21206,14403,4,18,1988,18,OT,F,20.0,28.0,Onychomys,torridus,Rodent
21207,14416,4,19,1988,2,OT,F,20.0,27.0,Onychomys,torridus,Rodent
21208,14467,5,14,1988,17,OT,F,19.0,29.0,Onychomys,torridus,Rodent
21209,14475,5,14,1988,19,OT,F,20.0,27.0,Onychomys,torridus,Rodent
21210,14521,5,15,1988,2,OT,F,20.0,30.0,Onychomys,torridus,Rodent
21211,14533,5,15,1988,15,OT,M,21.0,25.0,Onychomys,torridus,Rodent
21212,14544,6,11,1988,19,OT,M,21.0,23.0,Onychomys,torridus,Rodent
21213,14548,6,11,1988,18,OT,M,20.0,15.0,Onychomys,torridus,Rodent
21214,14554,6,11,1988,19,OT,F,20.0,,Onychomys,torridus,Rodent
21215,14577,6,11,1988,20,OT,F,20.0,28.0,Onychomys,torridus,Rodent
21216,14586,6,11,1988,22,OT,M,21.0,20.0,Onychomys,torridus,Rodent
21217,14590,6,12,1988,3,OT,M,20.0,20.0,Onychomys,torridus,Rodent
21218,14629,6,12,1988,5,OT,F,20.0,24.0,Onychomys,torridus,Rodent
21219,14656,7,14,1988,18,OT,F,21.0,28.0,Onychomys,torridus,Rodent
21220,14680,7,14,1988,17,OT,M,19.0,22.0,Onychomys,torridus,Rodent
21221,14683,7,14,1988,23,OT,M,19.0,24.0,Onychomys,torridus,Rodent
21222,14722,7,15,1988,11,OT,M,21.0,22.0,Onychomys,torridus,Rodent
21223,14733,7,15,1988,11,OT,M,21.0,29.0,Onychomys,torridus,Rodent
21224,14736,7,15,1988,2,OT,F,21.0,38.0,Onychomys,torridus,Rodent
21225,14744,8,9,1988,22,OT,F,21.0,18.0,Onychomys,torridus,Rodent
21226,14755,8,9,1988,6,OT,M,18.0,22.0,Onychomys,torridus,Rodent
21227,14761,8,9,1988,20,OT,F,22.0,26.0,Onychomys,torridus,Rodent
21228,14782,8,9,1988,17,OT,M,20.0,22.0,Onychomys,torridus,Rodent
21229,14783,8,9,1988,6,OT,M,21.0,17.0,Onychomys,torridus,Rodent
21230,14852,9,11,1988,18,OT,M,21.0,20.0,Onychomys,torridus,Rodent
21231,14856,9,11,1988,20,OT,F,21.0,32.0,Onychomys,torridus,Rodent
21232,14857,9,11,1988,18,OT,M,22.0,21.0,Onychomys,torridus,Rodent
21233,14863,9,11,1988,6,OT,M,21.0,26.0,Onychomys,torridus,Rodent
21234,14886,9,12,1988,8,OT,M,19.0,19.0,Onychomys,torridus,Rodent
21235,14891,9,12,1988,13,OT,F,20.0,19.0,Onychomys,torridus,Rodent
21236,14903,9,12,1988,2,OT,M,21.0,21.0,Onychomys,torridus,Rodent
21237,14904,9,12,1988,5,OT,M,22.0,29.0,Onychomys,torridus,Rodent
21238,14914,9,12,1988,5,OT,M,21.0,28.0,Onychomys,torridus,Rodent
21239,14915,9,12,1988,15,OT,F,22.0,27.0,Onychomys,torridus,Rodent
21240,14925,9,12,1988,11,OT,F,21.0,20.0,Onychomys,torridus,Rodent
21241,14937,10,8,1988,12,OT,M,21.0,22.0,Onychomys,torridus,Rodent
21242,14939,10,8,1988,19,OT,M,21.0,23.0,Onychomys,torridus,Rodent
21243,14953,10,8,1988,6,OT,F,20.0,20.0,Onychomys,torridus,Rodent
21244,14954,10,8,1988,22,OT,F,22.0,21.0,Onychomys,torridus,Rodent
21245,14961,10,8,1988,20,OT,F,22.0,25.0,Onychomys,torridus,Rodent
21246,14967,10,8,1988,17,OT,M,23.0,27.0,Onychomys,torridus,Rodent
21247,14975,10,8,1988,21,OT,F,20.0,28.0,Onychomys,torridus,Rodent
21248,14976,10,9,1988,5,OT,M,21.0,25.0,Onychomys,torridus,Rodent
21249,14978,10,9,1988,13,OT,M,20.0,26.0,Onychomys,torridus,Rodent
21250,15006,10,9,1988,5,OT,F,21.0,24.0,Onychomys,torridus,Rodent
21251,15011,10,9,1988,3,OT,M,21.0,22.0,Onychomys,torridus,Rodent
21252,15014,10,9,1988,3,OT,F,21.0,22.0,Onychomys,torridus,Rodent
21253,15019,10,9,1988,13,OT,M,19.0,17.0,Onychomys,torridus,Rodent
21254,15026,10,9,1988,13,OT,M,19.0,19.0,Onychomys,torridus,Rodent
21255,15033,11,5,1988,19,OT,M,21.0,23.0,Onychomys,torridus,Rodent
21256,15035,11,5,1988,20,OT,M,21.0,20.0,Onychomys,torridus,Rodent
21257,15044,11,5,1988,17,OT,M,21.0,22.0,Onychomys,torridus,Rodent
21258,15058,11,5,1988,12,OT,M,21.0,26.0,Onychomys,torridus,Rodent
21259,15062,11,5,1988,21,OT,F,20.0,26.0,Onychomys,torridus,Rodent
21260,15076,11,5,1988,20,OT,F,21.0,24.0,Onychomys,torridus,Rodent
21261,15079,11,5,1988,17,OT,M,21.0,30.0,Onychomys,torridus,Rodent
21262,15090,11,6,1988,8,OT,M,21.0,21.0,Onychomys,torridus,Rodent
21263,15095,11,6,1988,9,OT,F,21.0,25.0,Onychomys,torridus,Rodent
21264,15099,11,6,1988,2,OT,M,21.0,23.0,Onychomys,torridus,Rodent
21265,15134,11,6,1988,2,OT,F,21.0,24.0,Onychomys,torridus,Rodent
21266,15160,11,6,1988,5,OT,F,20.0,22.0,Onychomys,torridus,Rodent
21267,15161,11,6,1988,3,OT,M,21.0,24.0,Onychomys,torridus,Rodent
21268,15168,12,13,1988,17,OT,M,21.0,23.0,Onychomys,torridus,Rodent
21269,15191,12,13,1988,17,OT,M,21.0,27.0,Onychomys,torridus,Rodent
21270,15231,12,14,1988,5,OT,F,20.0,21.0,Onychomys,torridus,Rodent
21271,15251,12,14,1988,3,OT,F,20.0,22.0,Onychomys,torridus,Rodent
21272,15259,12,14,1988,5,OT,F,21.0,24.0,Onychomys,torridus,Rodent
21273,15264,12,14,1988,5,OT,M,20.0,24.0,Onychomys,torridus,Rodent
21274,15306,12,14,1988,5,OT,F,21.0,25.0,Onychomys,torridus,Rodent
